Code,Lib_court,Libelle,Section,Special,TypeChapitre,Nomenclature,Origine,DEquip,DOES,DOIS,DR,REquip,ROES,ROIS,RR,RegrTotalise,Supprime,SupprimeDepuis
2928382,Dépréc. autre matériel informatique,Autre matériel informatique,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,1,2019-12-16T14:00:00
29284,"Dépréciat° Matériel de bureau, mobilier",Matériel de bureau et mobilier,,,,M57-M57,Nature_Compte,,,,,,,,,,,
292841,Dépréc. matériel et mobilier scolaire,Matériel de bureau et mobilier scolaires,,,,M57-M57,Nature_Compte,,,,,,,,,,,
2928411,Dépréc. matériel et mobilier scolaire,Matériel de bureau et mobilier scolaires,,,,M57-M57,Nature_Compte,0,,,,0,,,,,1,2019-12-16T14:00:00
2928412,Dépréc. matériel et mobilier scolaire,Matériel de bureau et mobilier scolaires,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,1,2019-12-16T14:00:00
292848,"Dépréc autre matériel de bureau,mobilier",Autres matériels de bureau et mobiliers,,,,M57-M57,Nature_Compte,,,,,,,,,,,
2928481,"Dépréc autre matériel de bureau,mobilier",Autres matériels de bureau et mobiliers,,,,M57-M57,Nature_Compte,0,,,,0,,,,,1,2019-12-16T14:00:00
2928482,"Dépréc autre matériel de bureau,mobilier",Autres matériels de bureau et mobiliers,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,1,2019-12-16T14:00:00
29285,Dépréciation matériel de téléphonie,Matériel de téléphonie,,,,M57-M57,Nature_Compte,,,,,,,,,,,
292851,Dépréciation matériel de téléphonie,Matériel de téléphonie,,,,M57-M57,Nature_Compte,0,,,,0,,,,,1,2019-12-16T14:00:00
292852,Dépréciation matériel de téléphonie,Matériel de téléphonie,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,1,2019-12-16T14:00:00
29286,Dépréciation cheptel,Cheptel,,,,M57-M57,Nature_Compte,,,,,,,,,,,
292861,Dépréciation cheptel,Cheptel,,,,M57-M57,Nature_Compte,0,,,,0,,,,,1,2019-12-16T14:00:00
292862,Dépréciation cheptel,Cheptel,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,1,2019-12-16T14:00:00
29288,Dépréciation autres immos corporelles,Autres,,,,M57-M57,Nature_Compte,,,,,,,,,,,
292881,Dépréciation autres immos corporelles,Autres,,,,M57-M57,Nature_Compte,0,,,,0,,,,,1,2019-12-16T14:00:00
292882,Dépréciation autres immos corporelles,Autres,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,1,2019-12-16T14:00:00
293,Dépréciation immo. en cours,Dépréciation des immobilisations en cours,,,,M57-M57,Nature_Compte,,,,,,,,,,,
2931,Dépréciation immo. corpor. en cours,Immobilisations corporelles en cours,,,,M57-M57,Nature_Compte,,,,,,,,,,,
29311,Dépréciation immo. corpor. en cours,Immobilisations corporelles en cours,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
29312,Dépréciation immo. corpor. en cours,Immobilisations corporelles en cours,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
2932,Dépréciation immo. incorp. en cours,Immobilisations incorporelles en cours,,,,M57-M57,Nature_Compte,,,,,,,,,,,
29321,Dépréciation immo. incorp. en cours,Immobilisations incorporelles en cours,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
29322,Dépréciation immo. incorp. en cours,Immobilisations incorporelles en cours,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
296,Dépréciation participat° et créances,Dépréciation des participations et créances rattachées à des participations,,,,M57-M57,Nature_Compte,,,,,,,,,,,
2961,Dépréciation titres de participation,Titres de participation,,,,M57-M57,Nature_Compte,,,,,,,,,,,
29611,Dépréciation titres de participation,Titres de participation,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
29612,Dépréciation titres de participation,Titres de participation,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
2966,Dépréciation autres formes participat°,Autres formes de participation,,,,M57-M57,Nature_Compte,,,,,,,,,,,
29661,Dépréciation autres formes participat°,Autres formes de participation,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
29662,Dépréciation autres formes participat°,Autres formes de participation,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
297,Dépréciation autres immos financières,Dépréciation des autres immobilisations financières,,,,M57-M57,Nature_Compte,,,,,,,,,,,
2971,Dépréciation titres - Droit propriété,Titres immobilisés - Droit de propriété,,,,M57-M57,Nature_Compte,,,,,,,,,,,
29711,Dépréciation titres - Droit propriété,Titres immobilisés - Droit de propriété,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
29712,Dépréciation titres - Droit propriété,Titres immobilisés - Droit de propriété,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
2972,Dépréciation titres - Droit créance,Titres immobilisés - Droit de créance,,,,M57-M57,Nature_Compte,,,,,,,,,,,
29721,Dépréciation titres - Droit créance,Titres immobilisés - Droit de créance,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
29722,Dépréciation titres - Droit créance,Titres immobilisés - Droit de créance,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
2973,Dépréciat° Cptes placements (long terme),Comptes de placements (long terme),,,,M57-M57,Nature_Compte,,,,,,,,,,,
29731,Dépréciat° Cptes placements (NB),Comptes de placements (long terme) (non budgétaire),,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
297311,Dépréciat° cptes placements rémunérés,Comptes de placements rémunérés,,,,M57-M57,Nature_Compte,0,,,,0,,,,,1,2019-12-16T14:00:00
297312,Dépréciat° cptes placements rémunérés,Comptes de placements rémunérés,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,1,2019-12-16T14:00:00
29732,Dépréciat° Cptes placements (B),Comptes de placements (long terme) (budgétaire),,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
297321,Dépréciat° Fonds d'épargne forestière,Fonds d'épargne forestière,,,,M57-M57,Nature_Compte,0,,,,0,,,,,1,2019-12-16T14:00:00
297322,Dépréciat° Fonds d'épargne forestière,Fonds d'épargne forestière,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,1,2019-12-16T14:00:00
2974,Dépréciation prêts,Prêts,,,,M57-M57,Nature_Compte,,,,,,,,,,,
29741,Dépréciation prêts (non budgétaire),Prêts (non budgétaire),,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
297411,"Dépréc. prêts collectivités, groupements",Prêts aux collectivités et aux groupements,,,,M57-M57,Nature_Compte,0,,,,0,,,,,1,2019-12-16T14:00:00
297412,"Dépréc. prêts collectivités, groupements",Prêts aux collectivités et aux groupements,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,1,2019-12-16T14:00:00
29742,Dépréciation prêts (budgétaire),Prêts (budgétaire),,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
29743,Dépréciation prêts au personnel,Prêts au personnel,,,,M57-M57,Nature_Compte,,,,,,,,,,,
297431,Dépréciation prêts au personnel,Prêts au personnel,,,,M57-M57,Nature_Compte,0,,,,0,,,,,1,2019-12-16T14:00:00
297432,Dépréciation prêts au personnel,Prêts au personnel,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,1,2019-12-16T14:00:00
29744,Dépréciation prêts d'honneur,Prêts d'honneur,,,,M57-M57,Nature_Compte,,,,,,,,,,,
297441,Dépréciation prêts d'honneur,Prêts d'honneur,,,,M57-M57,Nature_Compte,0,,,,0,,,,,1,2019-12-16T14:00:00
297442,Dépréciation prêts d'honneur,Prêts d'honneur,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,1,2019-12-16T14:00:00
29745,Dépréciation avances remboursables,Avances remboursables,,,,M57-M57,Nature_Compte,,,,,,,,,,,
297451,Dépréciation avances remboursables,Avances remboursables,,,,M57-M57,Nature_Compte,0,,,,0,,,,,1,2019-12-16T14:00:00
297452,Dépréciation avances remboursables,Avances remboursables,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,1,2019-12-16T14:00:00
29748,Dépréciation autres prêts,Autres prêts,,,,M57-M57,Nature_Compte,,,,,,,,,,,
297481,Dépréciation autres prêts,Autres prêts,,,,M57-M57,Nature_Compte,0,,,,0,,,,,1,2019-12-16T14:00:00
297482,Dépréciation autres prêts,Autres prêts,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,1,2019-12-16T14:00:00
2975,"Dépréciation Dépôts, cautionnts versés",Dépôts et cautionnements versés,,,,M57-M57,Nature_Compte,,,,,,,,,,,
29751,"Dépréciation Dépôts, cautionnts versés",Dépôts et cautionnements versés,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
29752,"Dépréciation Dépôts, cautionnts versés",Dépôts et cautionnements versés,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
2976,Dépréciation autres créances immobilisé,Autres créances immobilisées,,,,M57-M57,Nature_Compte,,,,,,,,,,,
29761,Dépréciation avances garantie emprunt,Créances pour avances en garantie d'emprunt,,,,M57-M57,Nature_Compte,,,,,,,,,,,
297611,Dépréciation avances garantie emprunt,Créances pour avances en garantie d'emprunt,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
297612,Dépréciation avances garantie emprunt,Créances pour avances en garantie d'emprunt,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
29762,Dépréc. créances transfert droits de TVA,Créances sur transfert de droits à déduction de T.V.A.,,,,M57-M57,Nature_Compte,,,,,,,,,,,
297621,Dépréc. créances transfert droits de TVA,Créances sur transfert de droits à déduction de T.V.A.,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
297622,Dépréc. créances transfert droits de TVA,Créances sur transfert de droits à déduction de T.V.A.,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
29763,Dépréciat° créances collectivités,Créances sur des collectivités publiques,,,,M57-M57,Nature_Compte,,,,,,,,,,,
297631,Dépréciat° créances collectivités (NB),Créances sur des collectivités publiques (non budgétaire),,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
2976311,"Dépréciat° Etat, établists nationaux",Etat et établissements nationaux,,,,M57-M57,Nature_Compte,0,,,,0,,,,,1,2019-12-16T14:00:00
2976312,"Dépréciat° Etat, établists nationaux",Etat et établissements nationaux,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,1,2019-12-16T14:00:00
297632,Dépréciat° créances collectivités (B),Créances sur des collectivités publiques (budgétaire),,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
2976321,Dépréciation créances régions,Régions,,,,M57-M57,Nature_Compte,0,,,,0,,,,,1,2019-12-16T14:00:00
2976322,Dépréciation créances régions,Régions,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,1,2019-12-16T14:00:00
297633,Dépréciation créances départements,Départements,,,,M57-M57,Nature_Compte,,,,,,,,,,,
2976331,Dépréciation créances départements,Départements,,,,M57-M57,Nature_Compte,0,,,,0,,,,,1,2019-12-16T14:00:00
2976332,Dépréciation créances départements,Départements,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,1,2019-12-16T14:00:00
297634,Dépréciation créances communes,Communes,,,,M57-M57,Nature_Compte,,,,,,,,,,,
2976341,Dépréciation créances communes du GFP,Communes membres du GFP,,,,M57-M57,Nature_Compte,,,,,,,,,,,
29763411,Dépréciation créances communes du GFP,Communes membres du GFP,,,,M57-M57,Nature_Compte,0,,,,0,,,,,1,2019-12-16T14:00:00
29763412,Dépréciation créances communes du GFP,Communes membres du GFP,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,1,2019-12-16T14:00:00
2976348,Dépréciation créances autres communes,Autres communes,,,,M57-M57,Nature_Compte,,,,,,,,,,,
29763481,Dépréciation créances autres communes,Autres communes,,,,M57-M57,Nature_Compte,0,,,,0,,,,,1,2019-12-16T14:00:00
29763482,Dépréciation créances autres communes,Autres communes,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,1,2019-12-16T14:00:00
297635,Dépr. créances groupements collectivités,Groupements de collectivités,,,,M57-M57,Nature_Compte,,,,,,,,,,,
2976351,Dépréc. créances GFP de rattachement,GFP de rattachement,,,,M57-M57,Nature_Compte,,,,,,,,,,,
29763511,Dépréc. créances GFP de rattachement,GFP de rattachement,,,,M57-M57,Nature_Compte,0,,,,0,,,,,1,2019-12-16T14:00:00
29763512,Dépréc. créances GFP de rattachement,GFP de rattachement,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,1,2019-12-16T14:00:00
2976358,Dépréciation créances autres groupements,Autres groupements,,,,M57-M57,Nature_Compte,,,,,,,,,,,
29763581,Dépréciation créances autres groupements,Autres groupements,,,,M57-M57,Nature_Compte,0,,,,0,,,,,1,2019-12-16T14:00:00
29763582,Dépréciation créances autres groupements,Autres groupements,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,1,2019-12-16T14:00:00
297636,Dépréciation créances CCAS et CDE,CCAS et caisse des écoles,,,,M57-M57,Nature_Compte,,,,,,,,,,,
2976361,Dépréciation créances CCAS et CDE,CCAS et caisse des écoles,,,,M57-M57,Nature_Compte,0,,,,0,,,,,1,2019-12-16T14:00:00
2976362,Dépréciation créances CCAS et CDE,CCAS et caisse des écoles,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,1,2019-12-16T14:00:00
297638,Dépréc. créances autres établissements,Autres établissements publics,,,,M57-M57,Nature_Compte,,,,,,,,,,,
2976381,Dépréc. créances autres établissements,Autres établissements publics,,,,M57-M57,Nature_Compte,0,,,,0,,,,,1,2019-12-16T14:00:00
2976382,Dépréc. créances autres établissements,Autres établissements publics,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,1,2019-12-16T14:00:00
29764,"Dépréc./particulier,personne droit privé",Créances sur des particuliers et autres personnes de droit privé,,,,M57-M57,Nature_Compte,,,,,,,,,,,
297641,"Dépréc./particulier,personne droit privé",Créances sur des particuliers et autres personnes de droit privé,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
297642,"Dépréc./particulier,personne droit privé",Créances sur des particuliers et autres personnes de droit privé,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
29766,Dépréc. créances locations-acquisitions,Créances pour locations-acquisitions,,,,M57-M57,Nature_Compte,,,,,,,,,,,
297661,Dépréc. créances locations-acquisitions,Créances pour locations-acquisitions,,,,M57-M57,Nature_Compte,0,,,,0,,,,,1,2019-12-16T14:00:00
297662,Dépréc. créances locations-acquisitions,Créances pour locations-acquisitions,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,1,2019-12-16T14:00:00
29768,Dépréciation intérêts courus,Intérêts courus,,,,M57-M57,Nature_Compte,,,,,,,,,,,
297682,Dépréc. intérêts courus sur titre immob.,Intérêts courus sur titres immobilisés (droits de créance),,,,M57-M57,Nature_Compte,,,,,,,,,,,
2976821,Dépréc. intérêts courus sur titre immob.,Intérêts courus sur titres immobilisés (droits de créance),,,,M57-M57,Nature_Compte,0,,,,0,,,,,1,2019-12-16T14:00:00
2976822,Dépréc. intérêts courus sur titre immob.,Intérêts courus sur titres immobilisés (droits de créance),,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,1,2019-12-16T14:00:00
297684,Dépréc. intérêts courus sur prêts,Intérêts courus sur prêts,,,,M57-M57,Nature_Compte,,,,,,,,,,,
2976841,Dépréc. intérêts courus sur prêts,Intérêts courus sur prêts,,,,M57-M57,Nature_Compte,0,,,,0,,,,,1,2019-12-16T14:00:00
2976842,Dépréc. intérêts courus sur prêts,Intérêts courus sur prêts,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,1,2019-12-16T14:00:00
297688,Dépréc. intérêts courus créances div,Intérêts courus sur créances diverses,,,,M57-M57,Nature_Compte,,,,,,,,,,,
2976881,Dépréc. intérêts courus créances div,Intérêts courus sur créances diverses,,,,M57-M57,Nature_Compte,0,,,,0,,,,,1,2019-12-16T14:00:00
2976882,Dépréc. intérêts courus créances div,Intérêts courus sur créances diverses,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,1,2019-12-16T14:00:00
31,Matières premières (et fournitures),Matières premières (et fournitures),,,,M57-M57,Nature_Compte,,,,,,,,,,,
311,"Mat. Premières, fournitures hors terrain",Matières premières et fournitures autres que terrains,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
315,Terrains à aménager,Terrains à aménager,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
32,Autres approvisionnements,Autres approvisionnements,,,,M57-M57,Nature_Compte,,,,,,,,,,,
321,Matières consommables,Matières consommables,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
322,Fournitures consommables,Fournitures consommables,,,,M57-M57,Nature_Compte,,,,,,,,,,,
3221,Combustibles et carburants,Combustibles et carburants,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
3222,Produits d'entretien,Produits d'entretien,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
3223,Fournitures techniques,Fournitures techniques,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
3224,Fournitures administratives,Fournitures administratives,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
3225,"Livres, disques, cassettes (médiathèque)","Livres, disques, cassettes (bibliothèques, médiathèques)",,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
3226,Habillement et vêtements de travail,Habillement et vêtements de travail,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
3227,Fournitures scolaires,Fournitures scolaires,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
3228,Autres fournitures consommables,Autres fournitures consommables,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
323,Fournitures de voirie,Fournitures de voirie,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
324,Alimentation,Alimentation,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
326,Produits pharmaceutiques,Produits pharmaceutiques,,,,M57-M57,Nature_Compte,,,,,,,,,,,
3261,Médicaments,Médicaments,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
3262,Vaccins et sérums,Vaccins et sérums,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
3268,Autres produits pharmaceutiques,Autres produits pharmaceutiques,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
328,Autres achats stockés et autres approvis,Autres achats stockés et autres approvisionnements,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
33,En-cours de production de biens,En-cours de production de biens,,,,M57-M57,Nature_Compte,,,,,,,,,,,
331,Produits en cours,Produits en cours,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
335,Travaux en cours,Travaux en cours,,,,M57-M57,Nature_Compte,,,,,,,,,,,
3351,Terrains,Terrains,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
3354,Etudes et prestations de services,Etudes et prestations de services,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
3355,Travaux,Travaux,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
3358,Frais annexes,Frais annexes,,,,M57-M57,Nature_Compte,,,,,,,,,,,
33581,Frais accessoires,Frais accessoires,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
33586,Frais financiers,Frais financiers,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
34,En-cours de production de services,En-cours de production de services,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
35,Stocks de produits,Stocks de produits,,,,M57-M57,Nature_Compte,,,,,,,,,,,
351,Produits intermédiaires,Produits intermédiaires,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
355,Produits finis,Produits finis,,,,M57-M57,Nature_Compte,,,,,,,,,,,
3551,Produits finis (hors terrains aménagés),Produits finis (autres que terrains aménagés),,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
3555,Terrains aménagés,Terrains aménagés,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
358,Produits résiduels,Produits résiduels,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
37,Stocks march. et terrains nus,Stocks de marchandises et de terrains nus,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
39,Dépréciation des stocks et en-cours,Dépréciation des stocks et en-cours,,,,M57-M57,Nature_Compte,0,,,,0,,,,1,,
391,Dépréciation des matières premières,Dépréciation des matières premières (et fournitures),,,,M57-M57,Nature_Compte,,,,,,,,,,,
3911,Dépréciation des matières premières,Dépréciation des matières premières (et fournitures),,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
3912,Dépréciation des matières premières,Dépréciation des matières premières (et fournitures),,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
392,Dépréciation autres approvisionnements,Dépréciation des autres approvisionnements,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
393,Dépréc. des en-cours production biens,Dépréciation des en-cours de production de biens,,,,M57-M57,Nature_Compte,,,,,,,,,,,
3931,Dépréc. des en-cours production biens,Dépréciation des en-cours de production de biens,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
3932,Dépréc. des en-cours production biens,Dépréciation des en-cours de production de biens,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
394,Dépréc. en-cours production de services,Dépréciation des en-cours de production de services,,,,M57-M57,Nature_Compte,,,,,,,,,,,
3941,Dépréc. en-cours production de services,Dépréciation des en-cours de production de services,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
3942,Dépréc. en-cours production de services,Dépréciation des en-cours de production de services,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
395,Dépréciation des stocks de produits,Dépréciation des stocks de produits,,,,M57-M57,Nature_Compte,,,,,,,,,,,
3951,Dépréciation des stocks de produits,Dépréciation des stocks de produits,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
3952,Dépréciation des stocks de produits,Dépréciation des stocks de produits,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
397,Dépréciation des stocks de marchandises,Dépréciation des stocks de marchandises,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
40,Fournisseurs et comptes rattachés,Fournisseurs et comptes rattachés,,,,M57-M57,Nature_Compte,,,,,,,,,,,
401,Fournisseurs,Fournisseurs,,,,M57-M57,Nature_Compte,,,,,,,,,,,
4011,Fournisseurs,Fournisseurs,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
4017,"Fournisseurs - Retenues de garantie, opp","Fournisseurs - Fournisseurs - Oppositions, retenues de garantie et pénalités de retard d'exécution des marchés",,,,M57-M57,Nature_Compte,,,,,,,,,,,
40171,Fournisseurs - Retenues de garantie,Fournisseurs - Retenues de garantie,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
40172,"Fournisseurs - Cess°, opposit°","Fournisseurs - Cessions, oppositions",,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
40173,Fournisseurs - Pénalités retard exécut°,Fournisseurs - Pénalités de retard d'exécution des marchés,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
402,Bénéficiaires de l'aide sociale,Bénéficiaires de l'aide sociale,,,,M57-M57,Nature_Compte,,,,,,,,,,,
4021,Bénéficiaires de l'aide sociale,Bénéficiaires de l'aide sociale,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
4027,Bénéficiaire de l'aide sociale -Cessions,Bénéficiaires de l'aide sociale - Cessions,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
403,Fournisseurs - Lettres-change relevé,Fournisseurs - Lettres-change relevé (L.C.R.),,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
404,Fournisseurs d'immobilisations,Fournisseurs d'immobilisations,,,,M57-M57,Nature_Compte,,,,,,,,,,,
4041,Fournisseurs d'immobilisations,Fournisseurs d'immobilisations,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
4047,Fournisseurs d'immobilisations - Retenue,"Fournisseurs d'immobilisations - Oppositions, retenues de garantie et pénalités de retard d'exécution des marchés",,,,M57-M57,Nature_Compte,,,,,,,,,,,
40471,Fournisseurs d'immobilisations - Retenue,Fournisseurs d'immobilisations - Retenues de garantie,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
40472,Fourn. d'immo. - Cess° Opposit°,"Fournisseurs d'immobilisations - Cessions, oppositions",,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
40473,Fournisseurs d'immobilisations - Pénalit,Fournisseurs d'immobilisations - Pénalités de retard d'exécution des marchés,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
405,Fournisseurs d'immobilisations - Lettres,Fournisseurs d'immobilisations - Lettres-change relevé (L.C.R.),,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
407,Différences de conversion - Fournisseurs,Différences de conversion - Fournisseurs,,,,M57-M57,Nature_Compte,,,,,,,,,,,
4071,Différences de conversion - Fournisseurs,Différences de conversion - Fournisseurs,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
4074,Différences de conversion - Fournisseurs,Différences de conversion - Fournisseurs d'immobilisations,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
408,Fournisseurs - Factures non parvenues,Fournisseurs - Factures non parvenues,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
409,Fournisseurs débiteurs,Fournisseurs débiteurs,,,,M57-M57,Nature_Compte,,,,,,,,,,,
4091,Avances versées sur commandes,Avances versées sur commandes,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
4092,Avances aux établissements sociaux et mé,Avances aux établissements sociaux et médico-sociaux,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
4093,"Mdt-Avance fonds, remboursement débours",Mandat - Avance de fonds ou remboursement de débours,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
4097,Fournisseurs - Avoirs,Fournisseurs - Avoirs,,,,M57-M57,Nature_Compte,,,,,,,,,,,
40971,Fournisseurs - Avoirs - Amiable,Fournisseurs - Avoirs - Amiable,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
40976,Fournisseurs - Avoirs - Contentieux,Fournisseurs - Avoirs - Contentieux,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
4098,"Rabais, remises, ristournes à obtenir et","Rabais, remises, ristournes à obtenir et avoirs non encore reçus",,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
41,Redevables et comptes rattachés,Redevables et comptes rattachés,,,,M57-M57,Nature_Compte,,,,,,,,,,,
411,Redevables,Redevables,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
4111,Redevables - Amiable,Redevables - Amiable,,,,M57-M57,Nature_Compte,0,,,,0,,,,,1,2019-12-16T14:00:00
4116,Redevables - Contentieux,Redevables - Contentieux,,,,M57-M57,Nature_Compte,0,,,,0,,,,,1,2019-12-16T14:00:00
412,Acquéreurs de terrains aménagés stockés,Acquéreurs de terrains aménagés stockés (COM),,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
4121,Acquéreurs terrain aménag.stocké-Amiable,Acquéreurs de terrains aménagés stockés - Amiable,,,,M57-M57,Nature_Compte,0,,,,0,,,,,1,2019-12-16T14:00:00
4126,Acq. terrains aménag.stockés-Contentieux,Acquéreurs de terrains aménagés stockés - Contentieux,,,,M57-M57,Nature_Compte,0,,,,0,,,,,1,2019-12-16T14:00:00
414,Locataires - Acquéreurs et locataires,Locataires - Acquéreurs et locataires,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
4141,"Locataires-Acquéreurs,locataires-Amiable",Locataires - Acquéreurs et locataires - Amiable,,,,M57-M57,Nature_Compte,0,,,,0,,,,,1,2019-12-16T14:00:00
4146,Locat.-Acquéreurs et locat.-Contentieux,Locataires - Acquéreurs et locataires - Contentieux,,,,M57-M57,Nature_Compte,0,,,,0,,,,,1,2019-12-16T14:00:00
415,Traites coupe de bois régime forestier,Traites de coupe de bois (régime forestier),,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
4151,Traites de coupe de bois - Amiable,Traites de coupe de bois - Amiable,,,,M57-M57,Nature_Compte,0,,,,0,,,,,1,2019-12-16T14:00:00
