Code,DEquip,DOES,DOIS,DR,Lib_court,Libelle,Origine,REquip,ROES,ROIS,RR,RegrTotalise,Section,Special,Supprime,SupprimeDepuis,TypeChapitre,Nomenclature
61221,0,,,011,Matériel roulant,Matériel roulant,Nature_Compte,0,,,,,,,,,,M57-M57
61228,0,,,011,Autres,Autres,Nature_Compte,0,,,,,,,,,,M57-M57
6125,0,,,011,Crédit-bail immobilier,Crédit-bail immobilier,Nature_Compte,0,,,,,,,,,,M57-M57
613,,,,,Locations,Locations,Nature_Compte,,,,,,,,,,,M57-M57
6132,0,,,011,Locations immobilières,Locations immobilières,Nature_Compte,0,,,,,,,,,,M57-M57
6135,,,,,Locations mobilières,Locations mobilières,Nature_Compte,,,,,,,,,,,M57-M57
61351,0,,,011,Matériel roulant,Matériel roulant,Nature_Compte,0,,,,,,,,,,M57-M57
61358,0,,,011,Autres,Autres,Nature_Compte,0,,,,,,,,,,M57-M57
614,0,,,011,Charges locatives et de copropriété,Charges locatives et de copropriété,Nature_Compte,0,,,,,,,,,,M57-M57
615,,,,,Entretien et réparations,Entretien et réparations,Nature_Compte,,,,,,,,,,,M57-M57
6152,,,,,Entretien et répar. sur biens immob.,Entretien et réparations sur biens immobiliers,Nature_Compte,,,,,,,,,,,M57-M57
61521,0,,,011,Entretien terrains,Terrains,Nature_Compte,0,,,,,,,,,,M57-M57
61522,,,,,Entretien bâtiments,Bâtiments,Nature_Compte,,,,,,,,,,,M57-M57
615221,0,,,011,"Entretien, réparations bâtiments publics",Bâtiments publics,Nature_Compte,0,,,,,,,,,,M57-M57
615228,0,,,011,"Entretien, réparations autres bâtiments",Autres bâtiments,Nature_Compte,0,,,,,,,,,,M57-M57
61523,,,,,Entretien voies et réseaux,Voies et réseaux,Nature_Compte,,,,,,,,,,,M57-M57
615231,0,,,011,"Entretien, réparations voiries",Voiries,Nature_Compte,0,,,,,,,,,,M57-M57
615232,0,,,011,"Entretien, réparations réseaux",Réseaux,Nature_Compte,0,,,,,,,,,,M57-M57
61524,0,,,011,Entretien bois et forêts,Bois et forêts,Nature_Compte,0,,,,,,,,,,M57-M57
6155,,,,,Entretien et réparations biens mobiliers,Entretien et réparations sur biens mobiliers,Nature_Compte,,,,,,,,,,,M57-M57
61551,0,,,011,Entretien matériel roulant,Matériel roulant,Nature_Compte,0,,,,,,,,,,M57-M57
61558,0,,,011,Entretien autres biens mobiliers,Autres biens mobiliers,Nature_Compte,0,,,,,,,,,,M57-M57
6156,0,,,011,Maintenance,Maintenance,Nature_Compte,0,,,,,,,,,,M57-M57
616,,,,,Primes d'assurances,Primes d'assurances,Nature_Compte,,,,,,,,,,,M57-M57
6161,0,,,011,Multirisques,Multirisques,Nature_Compte,0,,,,,,,,,,M57-M57
6162,0,,,011,Assur. obligatoire dommage-construction,Assurance obligatoire dommage-construction,Nature_Compte,0,,,,,,,,,,M57-M57
6168,0,,,011,Autres primes d'assurance,Autres,Nature_Compte,0,,,,,,,,,,M57-M57
617,0,,,011,Etudes et recherches,Etudes et recherches,Nature_Compte,0,,,,,,,,,,M57-M57
618,,,,,Divers,Divers,Nature_Compte,,,,,,,,,,,M57-M57
6182,0,,,011,Documentation générale et technique,Documentation générale et technique,Nature_Compte,0,,,,,,,,,,M57-M57
6183,0,,,011,Frais de formation (personnel extérieur,Frais de formation (personnel extérieur à la collectivité),Nature_Compte,0,,,,,,,,,,M57-M57
6184,0,,,011,Versements à des organismes de formation,Versements à des organismes de formation,Nature_Compte,0,,,,,,,,,,M57-M57
6185,0,,,011,Frais de colloques et de séminaires,Frais de colloques et de séminaires,Nature_Compte,0,,,,,,,,,,M57-M57
6188,0,,043,011,Autres frais divers,Autres frais divers,Nature_Compte,0,,,,,,,,,,M57-M57
619,0,,,,RRR obtenus sur services extérieurs,"Rabais, remises et ristournes obtenus sur services extérieurs",Nature_Compte,0,,,013,,,,,,,M57-M57
62,,,,,Autres services extérieurs,Autres services extérieurs,Nature_Compte,,,,,,,,,,,M57-M57
621,,,,,Personnel extérieur au service,Personnel extérieur au service,Nature_Compte,,,,,,,,,,,M57-M57
6215,0,,,012,Personnel affecté par CL de rattachement,Personnel affecté par la collectivité de rattachement,Nature_Compte,0,,,,,,,,,,M57-M57
6216,0,,,012,Personnel affecté par GFP rattachement,Personnel affecté par le GFP de rattachement,Nature_Compte,0,,,,,,,,,,M57-M57
6217,0,,,012,Personnel affecté par la commune du GFP,Personnel affecté par la commune membre du GFP,Nature_Compte,0,,,,,,,,,,M57-M57
6218,0,,,012,Autre personnel extérieur,Autre personnel extérieur,Nature_Compte,0,,,,,,,,,,M57-M57
622,,,,,"Rémunérations intermédiaires, honoraires",Rémunérations d'intermédiaires et honoraires,Nature_Compte,,,,,,,,,,,M57-M57
6225,0,,,011,Indemnités aux comptable et régisseurs,Indemnités au comptable et aux régisseurs,Nature_Compte,0,,,,,,,,,,M57-M57
6226,,,,,Honoraires,Honoraires,Nature_Compte,,,,,,,,,,,M57-M57
62261,0,,,011,Honoraires médicaux et paramédicaux,Honoraires médicaux et paramédicaux,Nature_Compte,0,,,,,,,,,,M57-M57
62268,0,,,011,"Autres honoraires, conseils","Autres honoraires, conseils",Nature_Compte,0,,,,,,,,,,M57-M57
6227,0,,,011,Frais d'actes et de contentieux,Frais d'actes et de contentieux,Nature_Compte,0,,,,,,,,,,M57-M57
6228,0,,,011,Divers,Divers,Nature_Compte,0,,,,,,,,,,M57-M57
623,,,,,"Pub., publications, relations publiques","Publicité, publications, relations publiques",Nature_Compte,,,,,,,,,,,M57-M57
6231,0,,,011,Annonces et insertions,Annonces et insertions,Nature_Compte,0,,,,,,,,,,M57-M57
6232,0,,,011,Fêtes et cérémonies,Fêtes et cérémonies,Nature_Compte,0,,,,,,,,,,M57-M57
6233,0,,,011,Foires et expositions,Foires et expositions,Nature_Compte,0,,,,,,,,,,M57-M57
6234,0,,,011,Réceptions,Réceptions,Nature_Compte,0,,,,,,,,,,M57-M57
6236,0,,,011,Catalogues et imprimés,Catalogues et imprimés et publications,Nature_Compte,0,,,,,,,,,,M57-M57
6238,0,,,011,Divers,Divers,Nature_Compte,0,,,,,,,,,,M57-M57
624,,,,,"Transports biens, transports collectifs",Transports de biens et transports collectifs,Nature_Compte,,,,,,,,,,,M57-M57
6241,0,,,011,Transports de biens,Transports de biens,Nature_Compte,0,,,,,,,,,,M57-M57
6245,0,,,011,Transports de personnes extérieures,Transports de personnes extérieures à la collectivité,Nature_Compte,0,,,,,,,,,,M57-M57
6247,0,,,011,Transports collectifs,Transports collectifs du personnel,Nature_Compte,0,,,,,,,,,,M57-M57
6248,0,,,011,Divers,Divers,Nature_Compte,0,,,,,,,,,,M57-M57
625,,,,,Déplacements et missions,Déplacements et missions,Nature_Compte,,,,,,,,,,,M57-M57
6251,0,,,011,"Voyages, déplacements et missions","Voyages, déplacements et missions",Nature_Compte,0,,,,,,,,,,M57-M57
6255,0,,,011,Frais de déménagement,Frais de déménagement,Nature_Compte,0,,,,,,,,,,M57-M57
626,,,,,Frais postaux et frais télécommunication,Frais postaux et frais de télécommunications,Nature_Compte,,,,,,,,,,,M57-M57
6261,0,,,011,Frais d'affranchissement,Frais d'affranchissement,Nature_Compte,0,,,,,,,,,,M57-M57
6262,0,,,011,Frais de télécommunications,Frais de télécommunications,Nature_Compte,0,,,,,,,,,,M57-M57
627,0,,,011,Services bancaires et assimilés,Services bancaires et assimilés,Nature_Compte,0,,,,,,,,,,M57-M57
628,,,,,Divers,Divers,Nature_Compte,,,,,,,,,,,M57-M57
6281,0,,,011,Concours divers (cotisations),Concours divers (cotisations),Nature_Compte,0,,,,,,,,,,M57-M57
6282,0,,,011,Frais de gardiennage,Frais de gardiennage,Nature_Compte,0,,,,,,,,,,M57-M57
6283,0,,,011,Frais de nettoyage des locaux,Frais de nettoyage des locaux,Nature_Compte,0,,,,,,,,,,M57-M57
6284,0,,,011,Redevances pour services rendus,Redevances pour services rendus,Nature_Compte,0,,,,,,,,,,M57-M57
6287,,,,,Remboursements de frais,Remboursements de frais,Nature_Compte,,,,,,,,,,,M57-M57
62871,0,,,011,Remb. frais à la collectivité de rattach,A la collectivité de rattachement,Nature_Compte,0,,,,,,,,,,M57-M57
62872,0,,,011,Remb. frais budgets annexes et régies,Aux budgets annexes et aux régies,Nature_Compte,0,,,,,,,,,,M57-M57
62873,0,,,011,Remb. frais au CCAS,Au CCAS,Nature_Compte,0,,,,,,,,,,M57-M57
62874,0,,,011,Remb. frais à la Caisse des Ecoles,A la Caisse des Ecoles,Nature_Compte,0,,,,,,,,,,M57-M57
62875,0,,,011,Remb. frais aux communes membres du GFP,Aux communes membres du GFP,Nature_Compte,0,,,,,,,,,,M57-M57
62876,0,,,011,Remb. frais à un GFP de rattachement,A un GFP de rattachement,Nature_Compte,0,,,,,,,,,,M57-M57
62878,0,,,011,Remb. frais à des tiers,A ddes tiers,Nature_Compte,0,,,,,,,,,,M57-M57
6288,0,,,011,Autres services extérieurs,Autres,Nature_Compte,0,,,,,,,,,,M57-M57
629,0,,,,RRR obtenus / autres services extérieurs,"Rabais, remises et ristournes obtenus sur autres services extérieurs",Nature_Compte,0,,,013,,,,,,,M57-M57
63,,,,,"Impôts, taxes et versements assimilés","Impôts, taxes et versements assimilés",Nature_Compte,,,,,,,,,,,M57-M57
631,0,,,012,"Impôts, taxes, versements (Admin. Impôts","Impôts, taxes et versements assimilés sur rémunérations (administration des impôts)",Nature_Compte,0,,,,,,,,,,M57-M57
633,,,,,"Impôts, taxes, versements (autre orga.)","Impôts, taxes et versements assimilés sur rémunérations (autres organismes)",Nature_Compte,,,,,,,,,,,M57-M57
6331,0,,,012,Versement de transport,Versement de transport,Nature_Compte,0,,,,,,,,,,M57-M57
6332,0,,,012,Cotisations versées au F.N.A.L.,Cotisations versées au F.N.A.L.,Nature_Compte,0,,,,,,,,,,M57-M57
6333,0,,,012,Particip. employeurs format. prof. cont.,Participation des employeurs à la formation professionnelle continue,Nature_Compte,0,,,,,,,,,,M57-M57
6336,0,,,012,Cotisations CNFPT et CDGFPT,Cotisations au CNFPT et au centre de gestion de la fonction publique territoriale,Nature_Compte,0,,,,,,,,,,M57-M57
6338,0,,,012,"Autres impôts, taxes sur rémunérations","Autres impôts, taxes et versements assimilés sur rémunérations",Nature_Compte,0,,,,,,,,,,M57-M57
635,,,,,"Autres impôts, taxes (Admin Impôts)","Autres impôts, taxes et versements assimilés (administration des impôts)",Nature_Compte,,,,,,,,,,,M57-M57
6351,,,,,Impôts directs,Impôts directs,Nature_Compte,,,,,,,,,,,M57-M57
63512,0,,,011,Taxes foncières,Taxes foncières,Nature_Compte,0,,,,,,,,,,M57-M57
63513,0,,,011,Autres impôts locaux,Autres impôts locaux,Nature_Compte,0,,,,,,,,,,M57-M57
6353,0,,,011,Impôts indirects,Impôts indirects,Nature_Compte,0,,,,,,,,,,M57-M57
6354,0,,,011,Droits d'enregistrement et de timbre,Droits d'enregistrement et de timbre,Nature_Compte,0,,,,,,,,,,M57-M57
6355,0,,,011,Taxes et impôts sur les véhicules,Taxes et impôts sur les véhicules,Nature_Compte,0,,,,,,,,,,M57-M57
6358,0,,,011,Autres droits,Autres droits,Nature_Compte,0,,,,,,,,,,M57-M57
637,0,,,011,"Autres impôts, taxes (autres organismes)","Autres impôts, taxes et versements assimilés (autres organismes)",Nature_Compte,0,,,,,,,,,,M57-M57
64,,,,,Charges de personnel,Charges de personnel,Nature_Compte,,,,,,,,,,,M57-M57
641,,,,,Rémunérations du personnel,Rémunérations du personnel,Nature_Compte,,,,,,,,,,,M57-M57
6411,,,,,Personnel titulaire,Personnel titulaire,Nature_Compte,,,,,,,,,,,M57-M57
64111,0,,,012,Rémunération principale titulaires,Rémunération principale,Nature_Compte,0,,,,,,,,,,M57-M57
64112,0,,,012,"SFT, indemnité de résidence",Supplément familial de traitement et indemnité de résidence,Nature_Compte,0,,,,,,,,,,M57-M57
64113,0,,,012,NBI,NBI,Nature_Compte,0,,,,,,,,,,M57-M57
64116,0,,,012,Indemnités de licenciement,Indemnités de licenciement,Nature_Compte,0,,,,,,,,,,M57-M57
64118,0,,,012,Autres indemnités,Autres indemnités,Nature_Compte,0,,,,,,,,,,M57-M57
6412,,,,,Assistantes maternelles,Assistantes maternelles,Nature_Compte,,,,,,,,,,,M57-M57
64121,0,,,012,Rémunération principale,Rémunération principale,Nature_Compte,0,,,,,,,,,,M57-M57
64123,0,,,012,Indemnités d'attente,Indemnités d'attente,Nature_Compte,0,,,,,,,,,,M57-M57
64126,0,,,012,Indemnités de licenciement,Indemnités de licenciement,Nature_Compte,0,,,,,,,,,,M57-M57
64128,0,,,012,Autres indemnités,Autres indemnités,Nature_Compte,0,,,,,,,,,,M57-M57
6413,,,,,Personnel non titulaire,Personnel non titulaire,Nature_Compte,,,,,,,,,,,M57-M57
64131,0,,,012,Rémunérations,Rémunérations,Nature_Compte,0,,,,,,,,,,M57-M57
64132,0,,,012,"SFT, indemnité de résidence",Supplément familial de traitement et indemnité de résidence,Nature_Compte,0,,,,,,,,,,M57-M57
64136,0,,,012,Indemnités liées à la perte d'emploi,Indemnités liées à la perte d'emploi,Nature_Compte,0,,,,,,,,,,M57-M57
64138,0,,,012,Primes et autres indemnités,Primes et autres indemnités,Nature_Compte,0,,,,,,,,,,M57-M57
6414,0,,,012,Personnel rémunéré à la vacation,Personnel rémunéré à la vacation,Nature_Compte,0,,,,,,,,,,M57-M57
6416,,,,,Emplois aidés,Emplois aidés,Nature_Compte,,,,,,,,,,,M57-M57
64161,0,,,012,Emplois jeunes,Emplois jeunes,Nature_Compte,0,,,,,,,,,,M57-M57
64162,0,,,012,Emplois d'avenir,Emplois d'avenir,Nature_Compte,0,,,,,,,,,,M57-M57
64168,0,,,012,Autres emplois aidés,Autres emplois aidés,Nature_Compte,0,,,,,,,,,,M57-M57
6417,0,,,012,Rémunérations des apprentis,Rémunérations des apprentis,Nature_Compte,0,,,,,,,,,,M57-M57
6419,0,,,,Remboursements rémunérations personnel,Remboursements sur rémunérations du personnel,Nature_Compte,0,,,013,,,,,,,M57-M57
645,,,,,Charges sécurité sociale et prévoyance,Charges de sécurité sociale et de prévoyance,Nature_Compte,,,,,,,,,,,M57-M57
6451,0,,,012,Cotisations à l'U.R.S.S.A.F.,Cotisations à l'U.R.S.S.A.F.,Nature_Compte,0,,,,,,,,,,M57-M57
6453,0,,,012,Cotisations aux caisses de retraites,Cotisations aux caisses de retraites,Nature_Compte,0,,,,,,,,,,M57-M57
6454,0,,,012,Cotisations aux A.S.S.E.D.I.C.,Cotisations aux A.S.S.E.D.I.C.,Nature_Compte,0,,,,,,,,,,M57-M57
6455,0,,,012,Cotisations pour assurance du personnel,Cotisations pour assurance du personnel,Nature_Compte,0,,,,,,,,,,M57-M57
6456,0,,,012,Versement au F.N.C. supplément familial,Versement au F.N.C. du supplément familial,Nature_Compte,0,,,,,,,,,,M57-M57
6457,0,,,012,Cotis. sociales liées à l'apprentissage,Cotisations sociales liées à l'apprentissage,Nature_Compte,0,,,,,,,,,,M57-M57
6458,0,,,012,Cotis. aux autres organismes sociaux,Cotisations aux autres organismes sociaux,Nature_Compte,0,,,,,,,,,,M57-M57
6459,0,,,,Remb.charges sécu.sociale et prévoyance,Remboursement sur charges de sécurité sociale et de prévoyance,Nature_Compte,0,,,013,,,,,,,M57-M57
647,,,,,Autres charges sociales,Autres charges sociales,Nature_Compte,,,,,,,,,,,M57-M57
6471,0,,,012,Presta. versées pour le compte du FNAL,Prestations versées pour le compte du F.N.A.L.,Nature_Compte,0,,,,,,,,,,M57-M57
6472,0,,,012,Prestations familiales directes,Prestations familiales directes,Nature_Compte,0,,,,,,,,,,M57-M57
6473,,,,,Allocations de chômage,Allocations de chômage,Nature_Compte,,,,,,,,,,,M57-M57
64731,0,,,012,Allocations chômage versées directement,Versées directement,Nature_Compte,0,,,,,,,,,,M57-M57
64732,0,,,012,Alloc. chômage versées aux ASSEDIC,Versées aux A.S.S.E.D.I.C.,Nature_Compte,0,,,,,,,,,,M57-M57
6474,0,,,012,Versement aux autres oeuvres sociales,Versement aux autres oeuvres sociales,Nature_Compte,0,,,,,,,,,,M57-M57
6475,0,,,012,"Médecine du travail, pharmacie","Médecine du travail, pharmacie",Nature_Compte,0,,,,,,,,,,M57-M57
6478,0,,,012,Autres charges sociales diverses,Autres charges sociales diverses,Nature_Compte,0,,,,,,,,,,M57-M57
6479,0,,,,Rembourst sur autres charges sociales,Remboursements sur autres charges sociales,Nature_Compte,0,,,013,,,,,,,M57-M57
648,0,,,012,Autres charges de personnel,Autres charges de personnel,Nature_Compte,0,,,,,,,,,,M57-M57
65,,,,,Autres charges de gestion courante,Autres charges de gestion courante,Nature_Compte,,,,,1,,,,,,M57-M57
651,,,,,Aides à la personne,Aides à la personne,Nature_Compte,,,,,,,,,,,M57-M57
6511,,,,,Allocations,Allocations,Nature_Compte,,,,,,,,,,,M57-M57
65111,0,,,65,Famille et enfance,Famille et enfance,Nature_Compte,0,,,,,,,,,,M57-M57
65112,,,,,Handicapés,Handicapés,Nature_Compte,,,,,,,,,,,M57-M57
651121,,,,,Prestations de compensation du handicapé,Prestations de compensation du handicapé,Nature_Compte,,,,,,,,,,,M57-M57
6511211,0,,,65,Presta. de compensation handicapé +20ans,Prestations de compensation du handicapé - plus de 20 ans,Nature_Compte,0,,,,,,,,,,M57-M57
6511212,0,,,65,Presta. de compensation handicapé -20ans,Prestations de compensation du handicapé - moins de 20 ans,Nature_Compte,0,,,,,,,,,,M57-M57
651122,0,,,65,Allocation compensatrice tierce personne,Allocation compensatrice tierce personne,Nature_Compte,0,,,,,,,,,,M57-M57
651123,0,,,65,Aides au titre du FDPH,Aides au titre du fonds départemental des personnes handicapées,Nature_Compte,0,,,,,,,,,,M57-M57
651128,0,,,65,Autres,Autres,Nature_Compte,0,,,,,,,,,,M57-M57
65113,0,,,65,Personnes âgées,Personnes âgées,Nature_Compte,0,,,,,,,,,,M57-M57
65114,,,,,Personnes dépendantes,Personnes dépendantes,Nature_Compte,,,,,,,,,,,M57-M57
651141,0,,,016,APA à domicile au serv. Aide Dom.,APA à domicile versée au service d'aide à domicile,Nature_Compte,0,,,,,,,,,,M57-M57
651142,0,,,016,APA versée au bénéficiaire,APA versée au bénéficiaire,Nature_Compte,0,,,,,,,,,,M57-M57
651143,0,,,016,APA versée bénef. en étab.,APA versée au bénéficiaire en établissement,Nature_Compte,0,,,,,,,,,,M57-M57
651144,0,,,016,APA versée à l'étab.,APA versée à l'établissement,Nature_Compte,0,,,,,,,,,,M57-M57
651148,0,,,016,APA autres,APA autres,Nature_Compte,0,,,,,,,,,,M57-M57
6512,0,,,,Stagiaires formation professionnelle,Stagiaires de la formation professionnelle,Nature_Compte,0,,,,,,,,,,M57-M57
65121,0,,,65,Rémunérations,Rémunérations,Nature_Compte,0,,,,,,,,,,M57-M57
65122,0,,,65,Cotisations sociales,Cotisations sociales,Nature_Compte,0,,,,,,,,,,M57-M57
65123,0,,,65,Remboursement au CNASEA,Remboursement au CNASEA,Nature_Compte,0,,,,,,,,,,M57-M57
65124,0,,,65,Autres remboursements,Autres remboursements,Nature_Compte,0,,,,,,,,,,M57-M57
6513,0,,,,"Bourses, prix et secours","Bourses, prix et secours",Nature_Compte,0,,,,,,,,,,M57-M57
65131,0,,,65,Bourses,Bourses,Nature_Compte,0,,,,,,,,,,M57-M57
65132,0,,,65,Prix,Prix,Nature_Compte,0,,,,,,,,,,M57-M57
65133,0,,,65,Secours d'urgence,Secours d'urgence,Nature_Compte,0,,,,,,,,,,M57-M57
65134,0,,,65,Aides,Aides,Nature_Compte,0,,,,,,,,,,M57-M57
65138,0,,,65,Autres secours,Autres secours,Nature_Compte,0,,,,,,,,,,M57-M57
6514,0,,,65,"Cotisations, adhésions et autres prestat","Cotisations, adhésions et autres prestations (pour le compte de tiers)",Nature_Compte,0,,,,,,,,,,M57-M57
6515,0,,,017,Allocations RMI (vers. aux org. payeurs),Allocations RMI (versement aux organismes payeurs),Nature_Compte,0,,,,,,,,,,M57-M57
6516,,,,,RSA - dispositif expérimental,RSA - dispositif expérimental,Nature_Compte,,,,,,,,,,,M57-M57
6517,,,,,Allocations RSA (vers. aux org. payeurs),Allocations RSA (versements aux organismes payeurs),Nature_Compte,,,,,,,,,,,M57-M57
65171,0,,,017,RSA - Vers. allocations forfaitaires,RSA - Versements pour allocations forfaitaires,Nature_Compte,0,,,,,,,,,,M57-M57
65172,0,,,017,RSA - Vers. alloc. forfaitaires maj.,RSA - Versements pour allocations forfaitaires majorées,Nature_Compte,0,,,,,,,,,,M57-M57
65173,0,,,017,RSA - Versements facultatifs,RSA - Versements facultatifs,Nature_Compte,0,,,,,,,,,,M57-M57
6518,0,,,65,"Autres (primes, dots)","Autres (primes, dots)",Nature_Compte,0,,,,,,,,,,M57-M57
652,,,,,"Frais de séjour, héberg., inhumation","Frais de séjour, frais d'hébergement et frais d'inhumation",Nature_Compte,,,,,,,,,,,M57-M57
6521,,,,,Frais de scol. et périscol.,Frais de scolarité et frais périscolaires,Nature_Compte,,,,,,,,,,,M57-M57
65211,0,,,65,Frais de scolarité,Frais de scolarité,Nature_Compte,0,,,,,,,,,,M57-M57
65212,0,,,65,Frais périscolaires,Frais périscolaires,Nature_Compte,0,,,,,,,,,,M57-M57
6522,0,,,65,Accueil familial,Accueil familial,Nature_Compte,0,,,,,,,,,,M57-M57
6523,0,,,65,Frais d'hospitalisation,Frais d'hospitalisation,Nature_Compte,0,,,,,,,,,,M57-M57
6524,,,,,Frais séjour EMS autres lieux acc.,Frais de séjour en établissements médicaux-sociaux et autres lieux d'accueil,Nature_Compte,,,,,,,,,,,M57-M57
65241,,,,,Frais séjour étab. serv. ASE,Frais de séjour en établissements et services de l'aide sociale à l'enfance,Nature_Compte,,,,,,,,,,,M57-M57
652411,0,,,65,"Foyers enf, centres et hot. mat.","Foyers de l'enfance, centres et hôtels maternels",Nature_Compte,0,,,,,,,,,,M57-M57
652412,0,,,65,Mais. enf. caract. social,Maisons d'enfants à caractère social,Nature_Compte,0,,,,,,,,,,M57-M57
652413,0,,,65,Lieux de vie et d'accueil,Lieux de vie et d'accueil,Nature_Compte,0,,,,,,,,,,M57-M57
652414,0,,,65,Foyers de jeunes travailleurs,Foyers de jeunes travailleurs,Nature_Compte,0,,,,,,,,,,M57-M57
652415,0,,,65,Etablissements scolaires,Etablissements scolaires,Nature_Compte,0,,,,,,,,,,M57-M57
652416,0,,,65,Serv. aide éduc. milieu ouvert dom.,Services d'aide éducative en milieu ouvert et à domicile,Nature_Compte,0,,,,,,,,,,M57-M57
652418,0,,,65,Autres,Autres,Nature_Compte,0,,,,,,,,,,M57-M57
65242,0,,,65,Frais séj. étab. adultes hand,Frais de séjour en établissements et services pour adultes handicapés,Nature_Compte,0,,,,,,,,,,M57-M57
65243,0,,,65,Frais séj. étab. pers. âgées,Frais de séjour en établissements pour personnes âgées,Nature_Compte,0,,,,,,,,,,M57-M57
6525,0,,,65,Frais d'inhumation,Frais d'inhumation,Nature_Compte,0,,,,,,,,,,M57-M57
6526,0,,,65,Prévention spécialisée,Prévention spécialisée,Nature_Compte,0,,,,,,,,,,M57-M57
653,,,,,Indemnités,Indemnités,Nature_Compte,,,,,,,,,,,M57-M57
6531,0,,,,"Indemn., frais mission et formation élus","Indemnités, frais de mission et de formation des élus",Nature_Compte,0,,,,,,,,,,M57-M57
65311,0,,,65,Indemnités de fonction,Indemnités de fonction,Nature_Compte,0,,,,,,,,,,M57-M57
65312,0,,,65,Frais de mission et de déplacement,Frais de mission et de déplacement,Nature_Compte,0,,,,,,,,,,M57-M57
65313,0,,,65,Cotisations de retraite,Cotisations de retraite,Nature_Compte,0,,,,,,,,,,M57-M57
65314,0,,,65,Cotis. sécurité sociale - part patronale,Cotisations de sécurité sociale - part patronale,Nature_Compte,0,,,,,,,,,,M57-M57
65315,0,,,65,Formation,Formation,Nature_Compte,0,,,,,,,,,,M57-M57
65316,0,,,65,Frais de représentation du président,Frais de représentation du président,Nature_Compte,0,,,,,,,,,,M57-M57
65317,,,,,Compensation pour perte de revenus,Compensation pour perte de revenus,Nature_Compte,,,,,,,,,,,M57-M57
653171,0,,,65,Compensations pour formation,Compensations pour formation,Nature_Compte,0,,,,,,,,,,M57-M57
653172,0,,,65,Cotis.fonds financ.allocation fin mandat,Cotisations au fonds de financement de l'allocation de fin de mandat,Nature_Compte,0,,,,,,,,,,M57-M57
65318,,,,,Frais divers,Frais divers,Nature_Compte,,,,,,,,,,,M57-M57
653181,0,,,65,Frais médicaux et para-médicaux,Frais médicaux et para-médicaux,Nature_Compte,0,,,,,,,,,,M57-M57
653188,0,,,65,Autres frais divers,Autres frais divers,Nature_Compte,0,,,,,,,,,,M57-M57
6532,,,,,Indemnités des membres du conseil,"Indemnités des membres du Conseil économique, social, environnemental, de la culture et de l'éducation - section économique, sociale et environnementale",Nature_Compte,,,,,,,,,,,M57-M57
65321,0,,,65,Indemnités de fonction,Indemnités de fonction,Nature_Compte,0,,,,,,,,,,M57-M57
65322,0,,,65,Frais de mission et de déplacement,Frais de mission et de déplacement,Nature_Compte,0,,,,,,,,,,M57-M57
65325,0,,,65,Frais de formation,Frais de formation,Nature_Compte,0,,,,,,,,,,M57-M57
65326,0,,,65,Frais de représentation du président,Frais de représentation du président,Nature_Compte,0,,,,,,,,,,M57-M57
65328,0,,,65,Frais supplémentaires,Frais supplémentaires,Nature_Compte,0,,,,,,,,,,M57-M57
6533,,,,,Indemnités des membres du conseil,"Indemnités des membres du Conseil économique, social, environnemental, de la culture et de l'éducation - section de la culture, de l'éducation et des sports",Nature_Compte,,,,,,,,,,,M57-M57
65331,0,,,65,Indemnités de fonction,Indemnités de fonction,Nature_Compte,0,,,,,,,,,,M57-M57
65332,0,,,65,Frais de mission et de déplacement,Frais de mission et de déplacement,Nature_Compte,0,,,,,,,,,,M57-M57
65335,0,,,65,Frais de formation,Frais de formation,Nature_Compte,0,,,,,,,,,,M57-M57
65338,0,,,65,Frais supplémentaires,Frais supplémentaires,Nature_Compte,0,,,,,,,,,,M57-M57
6538,0,,,65,Autres organismes,Autres organismes,Nature_Compte,0,,,,,,,,,,M57-M57
654,,,,,Pertes sur créances irrécouvrables,Pertes sur créances irrécouvrables,Nature_Compte,,,,,,,,,,,M57-M57
6541,0,,,65,Créances admises en non-valeur,Créances admises en non-valeur,Nature_Compte,0,,,,,,,,,,M57-M57
6542,0,,,65,Créances éteintes,Créances éteintes,Nature_Compte,0,,,,,,,,,,M57-M57
655,,,,,Contributions obligatoires,Contributions obligatoires,Nature_Compte,,,,,,,,,,,M57-M57
6551,,,,,Dot. fonctionnement enseign. secondaire,Dotation de fonctionnement des établissements d'enseignement secondaire,Nature_Compte,,,,,,,,,,,M57-M57
65511,,,,,Dotation de fonctionnement des collèges,Dotation de fonctionnement des collèges,Nature_Compte,,,,,,,,,,,M57-M57
655111,0,,,65,Dotation fonctionnement collèges publics,Etablissements publics,Nature_Compte,0,,,,,,,,,,M57-M57
655112,0,,,65,Dotation fonctionnement collèges privés,Etablissements privés,Nature_Compte,0,,,,,,,,,,M57-M57
65512,,,,,Dotation de fonctionnement des lycées,Dotation de fonctionnement des lycées,Nature_Compte,,,,,,,,,,,M57-M57
655121,0,,,65,Dotation fonctionnement lycées publics,Etablissements publics,Nature_Compte,0,,,,,,,,,,M57-M57
655122,0,,,65,Dotation fonctionnement lycées privés,Etablissements privés,Nature_Compte,0,,,,,,,,,,M57-M57
6552,,,,,Prime employeurs apprentis,Prime employeurs apprentis,Nature_Compte,,,,,,,,,,,M57-M57
65521,0,,,65,Personnes de droit privé,Personnes de droit privé,Nature_Compte,0,,,,,,,,,,M57-M57
